Item Description,GTIN,Pack Type,Price,UOM,Category
Bar Cereal Cinnamon W  Almond,00602652430091,36/1.55 oz,$33.76,CS,Miscellaneous Snack
Bar Cereal Dark Choc W almond,00602652429897,6/6/1.55 oz,$33.76,CS,Miscellaneous Snack
Bar Cereal Honey Nut,00602652430008,36/1.55 oz,$33.76,CS,Miscellaneous Snack
Bar Cereal Lucky Charms Treats,10016000435695,12/1.7 oz,$14.31,BX,Granola Bars
Bar Cereal Nutri Grain Asst,00038000058721,3/16/1.3 oz,$38.09,CS,Granola Bars
Bar Cherrie Pie,00021908418742,4/16/1.77 oz,$68.98/$17.25,CS/BX,Granola Bars
Bar Cherry Almond Chocolate MK,10897785001363,12/12/2.02 oz,$281.41/$23.45,CS/BX,Miscellaneous Snack
Bar Chewy Chocolate Chip,10030000311827,8/.84 oz,$4.20,BX,Granola Bars
Bar Chewy Chocolate Chip,10705599016292,12/5/1.23 oz,$54.58,CS,Miscellaneous
Bar Chewy Chocolate Chip,10030000315658,8/10/1.48 oz,$61.57/$7.70,CS/BX,Granola Bars
Bar Chewy Chocolate Chip,10030000311827,12/8/.84 oz,$48.94,CS,Granola Bars
Bar Chewy Granola Fruit   Nut,10016000151205,8/16/1.2 oz,$90.58/$11.32,CS/BX,Granola Bars
Bar Chewy Granola Fruit   Nut,10016000151205,16/1.2 oz,$11.77,BX,Granola Bars
Bar Chewy Oats   Chocolate,10016000146522,8/16/1.4 oz,$102.72/$12.84,CS/BX,Granola Bars
Bar Chewy Oats   Chocolate,10016000146522,16/1.4 oz,$13.35,BX,Granola Bars
Bar Chewy PntBtr Choc Chip,10030000315665,8/10/1.48 oz,$61.57/$7.70,CS/BX,Granola Bars
Bar Chicken Sriracha,10732153125244,12/1.3 oz,$29.08,BX,Granola Bars
Bar Chicken Sriracha,10732153125244,4/12/1.3 oz,$100.91/$25.23,CS/BX,Granola Bars
BAR CHOC & PNUT BTR PRTN 1.83Z,10857777004710,6/12 PK,$130.51,CS,MISC.
Bar Choc Chip Oat,00602652551604,5/8/1.2 oz,$39.99,CS,Granola Bars
BAR CHOC CHIP PEANUT BUTR,00021908418698,64/1.6 OZ,$88.99,CS,MISC
Bar Choc Protein,20788434115814,6/12/2.12 oz,$150.09/$25.02,CS/BX,Singles-Chocolate
Bar ChocChip Cookie Dough,10786560557358,4/9/100 gm,$96.79/$24.20,CS/BX,Miscellaneous
Bar Choco Chip Cookie Dough,10021908117871,8/10/0.78 oz,$56.48/$7.06,CS/BX,Granola Bars
Bar Choco Dipped Coconut,00722252300690,16/15/1.69 oz,$338.26/$21.14,CS/BX,Miscellaneous Snack
Bar Chocolate Brownie,00722252501806,12/2.4 oz,$18.15,BX,Miscellaneous Snack
Bar Chocolate Brownie,00722252501806,16/12/2.4 oz,$284.26/$17.77,CS/BX,Miscellaneous Snack
Bar Chocolate Caramel,10891325001066,6/12/1.55 oz,,CS/BX,Singles-Chocolate
Bar Chocolate Chip,00722252500908,12/2.4 oz,$18.15,BX,Miscellaneous Snack
Bar Chocolate Chip,00722252500908,16/12/2.4 oz,$284.26/$17.77,CS/BX,Miscellaneous Snack
Bar Chocolate Chip,10839138002542,6/12/3.10 oz,$162.03/$27.01,CS/BX,Snacks
Bar Chocolate Chip,00749826133539,8/6/50 gm,$74.48/$9.31,CS/BX,Miscellaneous
Bar Chocolate Chip Brownie,00021908418681,4/16/1.6 oz,$94.76/$23.69,CS/BX,Granola Bars
Bar Chocolate Chip Stuffd,00829262001040,4/12/2.5 oz,,CS,Snacks
Bar Chocolate Cool Mint,00722252502001,12/2.4 oz,$18.15,BX,Miscellaneous Snack
Bar Chocolate Cool Mint,00722252502001,16/12/2.4 oz,$284.26/$17.77,CS/BX,Miscellaneous Snack
Bar Chocolate Dark   Caramel,00602652269615,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous
Bar Chocolate Dark Bulk,10990484200966,105/1.34 oz,$142.06,CS,Bulk Candy
Bar Chocolate Dark Cocoa 2pk,00602652419362,6/1.76 oz,$5.75,BX,Miscellaneous Snack
Bar Chocolate Dark Cocoa 2pk,00602652419362,5/6/1.76 oz,$28.13/$5.63,CS/BX,Miscellaneous Snack
Bar Chocolate Dark Coconut,10857484006540,6/4.2 oz,$25.23,CS,Count Goods
Bar Chocolate Dark Coconut,10857484006540,6/4.2 oz,$25.77,CS,Count Goods
Bar Chocolate Dark Double,00602652260360,12/1.76 oz,$21.93,BX,Miscellaneous
Bar Chocolate Dark Double,00602652260360,6/12/1.76 oz,$128.77/$21.46,CS/BX,Miscellaneous
Bar Chocolate Dark Nut SSalt,00602652429590,10/.74 oz,$8.80,BX,Granola Bars
Bar Chocolate Dark PButter,00193908007186,6/12/1.9 oz,$135.59/$22.60,CS/BX,Snacks
Bar Chocolate Dark Sea Salt,10857851005046,6/9/1.6 oz,$70.35/$11.73,CS/BX,Snacks
Bar Chocolate Deluxe,00749826138091,8/6/50 gm,$74.48/$9.31,CS/BX,Miscellaneous
Bar Chocolate Deluxe,00749826138091,8/6/50 gm,$74.48/$9.31,CS/BX,Miscellaneous
Bar Chocolate Dough,30850000429674,12/1.94 oz,$26.72,BX,Granola Bars
Bar Chocolate Milk Caffeinated,10891325001059,6/12/1.55 oz,,CS/BX,Singles-Chocolate
Bar Chocolate Nuts 20ct,00602652279645,4/14 oz,$59.93,CS,Miscellaneous Snack
Bar Chocolate Peanut Butter,10857777004710,12/1.83 oz,$23.09,BX,Miscellaneous
Bar Chocolate Peanut Butter,00602652434709,12/2.2 oz,$25.56,BX,Miscellaneous Snack
Bar Chocolate Peanut Butter,10857777004710,6/12/1.83 oz,$135.59/$22.60,CS/BX,Miscellaneous
Bar Chocolate Peanut Butter,00749826138053,8/6/50 gm,$74.48/$9.31,CS/BX,Miscellaneous
Bar Chocolate Peppermint Stick,00722252304100,15/1.69 oz,$21.60,BX,Miscellaneous Snack
Bar Chocolate Peppermint Stick,00722252304100,16/15/1.69 oz,$338.26/$21.14,CS/BX,Miscellaneous Snack
Bar Chocolate Pretzel Recovery,10052000010166,12/2.8 oz,,CS,Granola Bars
Bar Chunky Peanut Butter,00753656701530,10/2.1 oz,$19.97,BX,Miscellaneous Snack
Bar Chunky Peanut Butter,00753656701530,12/10/2.1 oz,$234.51/$19.54,CS/BX,Miscellaneous Snack
Bar Chwey S more,10705599016421,12/5/1.23 oz,$54.58,CS,Miscellaneous
Bar Cinnamon Toast Crunch XL,10016000323930,8/12/2.2 oz,$110.54/$13.82,CS/BX,Granola Bars
Bar Cinnamon Toast Crunch XL,10016000323930,12/2.2 oz,$14.31,BX,Granola Bars
Bar Coconut AlmondBtr CC Orgnc,00853555006702,12/12/2.3 oz,$330.88/$27.57,CS/BX,Miscellaneous Snack
Bar Coconut Cream Pie,00021908418773,16/1.7 oz,$24.56,BX,Granola Bars
Bar Coconut Cream Pie,00021908418773,4/16/1.7 oz,$90.16/$22.54,CS/BX,Granola Bars
Bar Complete Cookies   Creme,00787692333004,12/9/1.59 oz,$140.71/$11.73,CS/BX,Miscellaneous
Bar Complt Choc Almnd Sea Salt,00787692311002,12/9/1.59 oz,$140.71/$11.73,CS/BX,Miscellaneous
Bar Cookie   Cream,30850000429643,12/1.94 oz,$26.72,BX,Granola Bars
Bar Cookie Choco Chip Dough,00021908418674,16/1.6 oz,$24.56,BX,Granola Bars
Bar Cookie Choco Chip Dough,00021908418674,4/16/1.6 oz,$94.76/$23.69,CS/BX,Granola Bars
Bar Cookie Dough,20854198004180,8/10/1.5 oz,$106.13/$13.27,CS/BX,Granola Bars
Bar Cookies   Creme,10722252069440,16/12/2.4 oz,$284.26/$17.77,CS/BX,Miscellaneous Snack
Bar Cookies and Creme,00753656709239,10/2.1 oz,$19.97,BX,Miscellaneous Snack
Bar Cookies and Creme,00753656709239,12/10/2.1 oz,$234.51/$19.54,CS/BX,Miscellaneous Snack
Bar Cookies N Creme RTL,20034000239003,36/1.54 oz,$50.09,BX,Singles-Chocolate
Bar Cookies N Creme RTL,20034000239003,12/36/1.54 oz,$564.82/$47.07,CS/BX,Singles-Chocolate
Bar Cran Alm   Antioxdnts,00602652172113,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Cran Alm   Antioxdnts,00602652172113,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Creamy Peanut Butter,00753656701509,10/2.1 oz,$19.97,BX,Miscellaneous Snack
Bar Creamy Peanut Butter,00753656701509,12/10/2.1 oz,$234.51/$19.54,CS/BX,Miscellaneous Snack
Bar Crunchy Peanut Butter,00722252501202,12/2.4 oz,$18.15,BX,Miscellaneous Snack
Bar Crunchy Peanut Butter,00722252501202,16/12/2.4 oz,$284.26/$17.77,CS/BX,Miscellaneous Snack
Bar Cupcake Batter,00753656710983,10/1.4 oz,$13.79,BX,Miscellaneous Snack
Bar Cupcake Batter,00753656710983,12/10/1.4 oz,$162.03/$13.50,CS/BX,Miscellaneous Snack
Bar Dairy Milk Large,00034000040230,14/3.5 oz,$38.84,CS,Miscellaneous
Bar Dark Choc Mocha Almond,00602652185540,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Dark Choc Nuts   Sea Salt,00602652178511,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Dark Choc Nuts   Sea Salt,00602652178511,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Dark Choco Almond Coconut,00602652199875,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Dark Choco Almond Coconut,00602652199875,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Dark Choco Almond Mint,00602652199882,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Dark Choco Almond Mint,00602652199882,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar Dark Chocolate,10891325002544,6/12/1.34 oz,$97.25/$16.21,CS/BX,Singles-Chocolate
Bar Dark Chocolate,10891325002544,12/1.34 oz,$17.25,BX,Singles-Chocolate
Bar Dark Chocolate Coconut,20857484006516,6/12/1.3 oz,$102.33/$17.06,CS/BX,Singles-Chocolate
Bar Dark Chocolate Hazelnut,00850052627065,6/20/1.4 oz,,CS,Singles-Chocolate
Bar Dark Chocolate Nuts Mini,00602652279591,10/.7 oz,$8.05,BX,Miscellaneous Snack
Bar Dark Chocolate Nuts Mini,00602652279591,8/10/.7 oz,$63.01/$7.88,CS/BX,Miscellaneous Snack
Bar Dark Intense Sea Salt Soir,10747599611756,12/3.5 oz,$53.07,CS,Box Candy
Bar Dark Salted Caramel 20ct,00602652279706,4/14 oz,$59.93,CS,Miscellaneous Snack
Bar Dk Choc Caramel Peanut,10857484006526,6/3.4 oz,$25.23,CS,Count Goods
Bar Dk Choc Caramel Peanut,10857484006526,6/3.4 oz,$25.77,CS,Count Goods
Bar Dk Choc Cherry Csh A,00602652172502,12/1.4 oz,$18.73,BX,Miscellaneous Snack
Bar Dk Choc Cherry Csh A,00602652172502,6/12/1.4 oz,$110.01/$18.34,CS/BX,Miscellaneous Snack
Bar DkChocoChip Peanut Butter,20855569110622,2/8/2.3 oz,$39.41/$19.71,CS/BX,Miscellaneous Snack
