Item Description,UOM,Seq,Pack Type,Price,Last Inventory Qty,Inv Count,Total Price
CEREAL FROSTED FLAKE BWLPK,CS,70,96/1 OZ,$48.40,0.00 CS,0.00 CS,$0.00
CEREAL FROSTED FLAKE BWLPK,EA,70,96/1 OZ,$0.50,0.00 EA,0.00 EA,$0.00
CEREAL COCOA PUFFS BWLPK 25%LS,CS,71,60/2 OZ,$70.69,0.00 CS,0.00 CS,$0.00
CEREAL COCOA PUFFS BWLPK 25%LS,EA,71,60/2 OZ,$1.18,0.00 EA,0.00 EA,$0.00
MAYONNAISE HEAVY DELUXE CG FR,CS,72,4/1 GAL,$91.20,0.00 CS,0.00 CS,$0.00
MAYONNAISE HEAVY DELUXE CG FR,EA,72,4/1 GAL,$22.80,0.00 EA,0.00 EA,$0.00
SAUCE HOT LOCO LOWCOUNTRY,CS,73,4/1 GAL,$82.63,0.00 CS,0.00 CS,$0.00
SAUCE HOT LOCO LOWCOUNTRY,EA,73,4/1 GAL,$20.66,0.00 EA,0.00 EA,$0.00
SYRUP PANCAKE & WAFFLE CUP,CS,74,100/1.4 OZ,$18.38,0.00 CS,0.00 CS,$0.00
SYRUP PANCAKE & WAFFLE CUP,EA,74,100/1.4 OZ,$0.18,0.00 EA,0.00 EA,$0.00
BREAKFAST BAR CINN TST CRNCH,CS,75,96/1.42OZ,$40.09,0.00 CS,0.00 CS,$0.00
BREAKFAST BAR CINN TST CRNCH,EA,75,96/1.42OZ,$0.42,0.00 EA,0.00 EA,$0.00
SEASONING CARIBBEAN JERK,EA,76,1/18 OZ,$16.01,0.00 EA,0.00 EA,$0.00
SEASONING CARIBBEAN JERK,EA,76,1/18 OZ,$16.01,0.00 EA,0.00 EA,$0.00
CROUTON GARLIC BUTR FRCH CUT,CS,77,4/2.5LB,$27.22,0.00 CS,0.00 CS,$0.00
CROUTON GARLIC BUTR FRCH CUT,EA,77,4/2.5LB,$6.80,0.00 EA,0.00 EA,$0.00
SAUCE BBQ MUSTARD FNGR LEEKEN,CS,78,4/1 GAL,$83.81,0.00 CS,0.00 CS,$0.00
SAUCE BBQ MUSTARD FNGR LEEKEN,EA,78,4/1 GAL,$20.95,0.00 EA,0.00 EA,$0.00
SPICE PEPPER BLK COARSE GRND,EA,79,1/1 LB,$17.78,0.00 EA,0.00 EA,$0.00
SPICE PEPPER BLK COARSE GRND,EA,79,1/1 LB,$17.78,0.00 EA,0.00 EA,$0.00
CHIP CORN REGULAR,CS,80,8/16OZ,$22.95,0.00 CS,0.00 CS,$0.00
CHIP CORN REGULAR,EA,80,8/16OZ,$2.87,0.00 EA,0.00 EA,$0.00
DRESSING MIX RANCH,CS,81,20/3.35OZ,$43.63,0.00 CS,0.00 CS,$0.00
DRESSING MIX RANCH,EA,81,20/3.35OZ,$2.18,0.00 EA,0.00 EA,$0.00
COCOA MIX HOT ABUELITA,CS,82,6/2LB,$91.66,0.00 CS,0.00 CS,$0.00
COCOA MIX HOT ABUELITA,EA,82,6/2LB,$15.28,0.00 EA,0.00 EA,$0.00
SALSA VERDE RSTD,CS,83,6/68OZ,$72.89,0.00 CS,0.00 CS,$0.00
SALSA VERDE RSTD,EA,83,6/68OZ,$12.15,0.00 EA,0.00 EA,$0.00
VINEGAR WHITE DSTD 5%,CS,84,6/1GAL,$26.46,0.00 CS,0.00 CS,$0.00
VINEGAR WHITE DSTD 5%,EA,84,6/1GAL,$4.41,0.00 EA,0.00 EA,$0.00
BUN HMBRGR CHALLAH 4IN,CS,85,1/60 CT,$31.75,0.00 CS,0.00 CS,$0.00
BUN HMBRGR CHALLAH 4IN,EA,85,1/60 CT,$31.75,0.00 EA,0.00 EA,$0.00
PASTA SPAGHETTI,CS,86,2/10 LB,$25.08,0.00 CS,0.00 CS,$0.00
PASTA SPAGHETTI,EA,86,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
TORTILLA FLOUR PRESSED 6 IN,CS,87,12/24CT,$24.67,0.00 CS,0.00 CS,$0.00
TORTILLA FLOUR PRESSED 6 IN,EA,87,12/24CT,$2.06,0.00 EA,0.00 EA,$0.00
SEASONING OLD BAY,CS,88,6/24OZ,$79.34,0.00 CS,0.00 CS,$0.00
SEASONING OLD BAY,EA,88,6/24OZ,$13.22,0.00 EA,0.00 EA,$0.00
SALSA PICANTE MEDIUM,CS,89,4/1 GAL,$65.64,0.00 CS,0.00 CS,$0.00
SALSA PICANTE MEDIUM,EA,89,4/1 GAL,$16.41,0.00 EA,0.00 EA,$0.00
SEASONING CAJUN,CS,90,6/18OZ,$107.18,0.00 CS,0.00 CS,$0.00
SEASONING CAJUN,EA,90,6/18OZ,$17.86,0.00 EA,0.00 EA,$0.00
POTATO AU GRATIN CLASSIC CASS,CS,91,6/2.25LB,$68.09,0.00 CS,0.00 CS,$0.00
POTATO AU GRATIN CLASSIC CASS,EA,91,6/2.25LB,$11.35,0.00 EA,0.00 EA,$0.00
WRAP TORTILLA FLOUR 12,CS,92,8/12CT,$24.10,0.00 CS,0.00 CS,$0.00
WRAP TORTILLA FLOUR 12,EA,92,8/12CT,$3.01,0.00 EA,0.00 EA,$0.00
SYRUP PANCAKE & WAFFLE,CS,93,4/1 GAL,$45.87,0.00 CS,0.00 CS,$0.00
SYRUP PANCAKE & WAFFLE,EA,93,4/1 GAL,$11.47,0.00 EA,0.00 EA,$0.00
SPICE SESAME SEED BLK,EA,94,1/18OZ,$14.78,0.00 EA,0.00 EA,$0.00
SPICE SESAME SEED BLK,EA,94,1/18OZ,$14.78,0.00 EA,0.00 EA,$0.00
SPICE SESAME SEED WHL WHITE,EA,95,1/16OZ,$8.55,0.00 EA,0.00 EA,$0.00
SPICE SESAME SEED WHL WHITE,EA,95,1/16OZ,$8.55,0.00 EA,0.00 EA,$0.00
PASTA PENNE RIGATE,CS,96,2/10 LB,$25.08,0.00 CS,0.00 CS,$0.00
PASTA PENNE RIGATE,EA,96,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
FOIL ALMN ROLL STD WGT 1000 FT,CS,97,1/18IN,$58.02,0.00 CS,0.00 CS,$0.00
FOIL ALMN ROLL STD WGT 1000 FT,EA,97,1/18IN,$58.02,0.00 EA,0.00 EA,$0.00
SEASONING STEAK MONTREAL,EA,98,1/29OZ,$14.79,0.00 EA,0.00 EA,$0.00
SEASONING STEAK MONTREAL,EA,98,1/29OZ,$14.79,0.00 EA,0.00 EA,$0.00
SPICE MUSTARD GROUND DRY,EA,99,1/1 LB,$9.63,0.00 EA,0.00 EA,$0.00
SPICE MUSTARD GROUND DRY,EA,99,1/1 LB,$9.63,0.00 EA,0.00 EA,$0.00
SEASONING BBQ MESQT,EA,100,1/26OZ,$18.09,0.00 EA,0.00 EA,$0.00
SEASONING BBQ MESQT,EA,100,1/26OZ,$18.09,0.00 EA,0.00 EA,$0.00
SAUCE MARINADE CRIOLLO MOJO,CS,101,6/1GAL,$52.17,0.00 CS,0.00 CS,$0.00
SAUCE MARINADE CRIOLLO MOJO,EA,101,6/1GAL,$8.70,0.00 EA,0.00 EA,$0.00
PASTA LASAGNA OVEN RDY GF,CS,102,12/10 OZ,$31.19,0.00 CS,0.00 CS,$0.00
PASTA LASAGNA OVEN RDY GF,EA,102,12/10 OZ,$2.60,0.00 EA,0.00 EA,$0.00
CEREAL GRANOLA OATSN HNY BLKPK,CS,103,4/50OZ,$68.25,0.00 CS,0.00 CS,$0.00
CEREAL GRANOLA OATSN HNY BLKPK,EA,103,4/50OZ,$17.06,0.00 EA,0.00 EA,$0.00
SAUCE JAMAICAN JERK RTU,CS,104,4/.5GAL,$69.51,0.00 CS,0.00 CS,$0.00
SAUCE JAMAICAN JERK RTU,EA,104,4/.5GAL,$17.38,0.00 EA,0.00 EA,$0.00
MIX SEASONING TACO,CS,105,6/22 OZ,$61.83,0.00 CS,0.00 CS,$0.00
MIX SEASONING TACO,EA,105,6/22 OZ,$10.31,0.00 EA,0.00 EA,$0.00
SEASONING BLACKENED REDFISH,EA,106,1/23OZ,$12.43,0.00 EA,0.00 EA,$0.00
SEASONING BLACKENED REDFISH,EA,106,1/23OZ,$12.43,0.00 EA,0.00 EA,$0.00
SPICE TURMERIC GROUND,EA,107,1/1LB,$14.42,0.00 EA,0.00 EA,$0.00
SPICE TURMERIC GROUND,EA,107,1/1LB,$14.42,0.00 EA,0.00 EA,$0.00
SPICE OREGANO GROUND,EA,108,1/13 OZ,$14.31,0.00 EA,0.00 EA,$0.00
SPICE OREGANO GROUND,EA,108,1/13 OZ,$14.31,0.00 EA,0.00 EA,$0.00
SPICE PAPRIKA HOT SMK,CS,109,1/20 OZ,$29.98,0.00 CS,0.00 CS,$0.00
SPICE PAPRIKA HOT SMK,EA,109,1/20 OZ,$29.98,0.00 EA,0.00 EA,$0.00
ONION PIECES FRENCH FRIED,CS,110,6/24OZ,$49.08,0.00 CS,0.00 CS,$0.00
ONION PIECES FRENCH FRIED,EA,110,6/24OZ,$8.18,0.00 EA,0.00 EA,$0.00
MARSHMALLOW MINI WHITE,CS,111,12/1 LB,$26.25,0.00 CS,0.00 CS,$0.00
MARSHMALLOW MINI WHITE,EA,111,12/1 LB,$2.19,0.00 EA,0.00 EA,$0.00
PEPPER CHIPOTLE MORITA PWDR IR,CS,112,1/20 OZ,$42.52,0.00 CS,0.00 CS,$0.00
PEPPER CHIPOTLE MORITA PWDR IR,EA,112,1/20 OZ,$42.52,0.00 EA,0.00 EA,$0.00
TORTILLA CORN WHITE 6 IN FRY,CS,113,6/160CT,$24.72,0.00 CS,0.00 CS,$0.00
TORTILLA CORN WHITE 6 IN FRY,EA,113,6/160CT,$4.12,0.00 EA,0.00 EA,$0.00
CEREAL FROOT LOOPS,CS,114,4/31 OZ,$49.25,0.00 CS,0.00 CS,$0.00
CEREAL FROOT LOOPS,EA,114,4/31 OZ,$12.31,0.00 EA,0.00 EA,$0.00
CEREAL FROSTED FLAKES,CS,115,4/40 OZ,$49.68,0.00 CS,0.00 CS,$0.00
CEREAL FROSTED FLAKES,EA,115,4/40 OZ,$12.42,0.00 EA,0.00 EA,$0.00
CEREAL CINNAMON TST CRUN CUP,CS,116,60/2 OZ,$70.69,0.00 CS,0.00 CS,$0.00
CEREAL CINNAMON TST CRUN CUP,EA,116,60/2 OZ,$1.18,0.00 EA,0.00 EA,$0.00
TOPPING MARSHMALLOW,CS,117,6/5#,$47.13,0.00 CS,0.00 CS,$0.00
TOPPING MARSHMALLOW,EA,117,6/5#,$7.86,0.00 EA,0.00 EA,$0.00
CEREAL CHEERIOS HNY NUT GLTN F,CS,118,4/39 OZ,$63.41,0.00 CS,0.00 CS,$0.00
CEREAL CHEERIOS HNY NUT GLTN F,EA,118,4/39 OZ,$15.85,0.00 EA,0.00 EA,$0.00
BEAN BLACK LOW SODIUM,CS,119,6/#10,$38.78,0.00 CS,0.00 CS,$0.00
BEAN BLACK LOW SODIUM,EA,119,6/#10,$6.46,0.00 EA,0.00 EA,$0.00
MAYONNAISE REAL,CS,1,4/1GAL,$95.92,0.00 CS,0.00 CS,$0.00
MAYONNAISE REAL,EA,1,4/1GAL,$23.98,0.00 EA,0.00 EA,$0.00
BEET PKLD SLI MED FCY,CS,2,6/#10,$46.98,0.00 CS,0.00 CS,$0.00
BEET PKLD SLI MED FCY,EA,2,6/#10,$7.83,0.00 EA,0.00 EA,$0.00
SAUCE HOISIN,CS,3,6/5 LB,$66.87,0.00 CS,0.00 CS,$0.00
SAUCE HOISIN,EA,3,6/5 LB,$11.15,0.00 EA,0.00 EA,$0.00
SPICE PICKLING WHL,EA,4,1/13 OZ,$13.45,0.00 EA,0.00 EA,$0.00
SPICE PICKLING WHL,EA,4,1/13 OZ,$13.45,0.00 EA,0.00 EA,$0.00
SPICE PEPPER RED CRUSHED,EA,5,1/3.25LB,$43.01,0.00 EA,0.00 EA,$0.00
SPICE PEPPER RED CRUSHED,EA,5,1/3.25LB,$43.01,0.00 EA,0.00 EA,$0.00
LINER PAN ARTISAN UNBLCH NATRL,CS,6,1000/16X24,$58.95,0.00 CS,0.00 CS,$0.00
LINER PAN ARTISAN UNBLCH NATRL,EA,6,1000/16X24,$0.06,0.00 EA,0.00 EA,$0.00
PASTA FARFALLE BOWTIE,CS,7,2/10 LB,$25.08,0.00 CS,0.00 CS,$0.00
PASTA FARFALLE BOWTIE,EA,7,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
BREAD CRUMB JAP PANKO TOASTED,CS,8,1/25LB,$26.68,0.00 CS,0.00 CS,$0.00
BREAD CRUMB JAP PANKO TOASTED,EA,8,1/25LB,$26.68,0.00 EA,0.00 EA,$0.00
MIX PANCAKE BTRMLK COMPLT,CS,9,6/5 LB,$41.32,0.00 CS,0.00 CS,$0.00
MIX PANCAKE BTRMLK COMPLT,EA,9,6/5 LB,$6.89,0.00 EA,0.00 EA,$0.00
CHERRIES AMARENA,CS,10,2 / 6.6 LB,$149.83,0.00 CS,0.00 CS,$0.00
CHERRIES AMARENA,EA,10,2 / 6.6 LB,$74.92,0.00 EA,0.00 EA,$0.00
MIX GRAVY POULTRY LO SODIUM,CS,11,8/22.6 Z,$49.57,0.00 CS,0.00 CS,$0.00
MIX GRAVY POULTRY LO SODIUM,EA,11,8/22.6 Z,$6.20,0.00 EA,0.00 EA,$0.00
CHICKEN BRST STRIP TEMPURA RAW,CS,12,2/5 LB,$46.30,0.00 CS,0.00 CS,$0.00
CHICKEN BRST STRIP TEMPURA RAW,EA,12,2/5 LB,$23.15,0.00 EA,0.00 EA,$0.00
MOLASSES UNSULFURD,CS,13,4/1 GAL,$52.44,0.00 CS,0.00 CS,$0.00
MOLASSES UNSULFURD,EA,13,4/1 GAL,$13.11,0.00 EA,0.00 EA,$0.00
MILK COCONUT 13.66 OZ,CS,14,1/24 CT,$54.72,0.00 CS,0.00 CS,$0.00
MILK COCONUT 13.66 OZ,EA,14,1/24 CT,$54.72,0.00 EA,0.00 EA,$0.00
MIX GRAVY BROWN LOW SODIUM,CS,15,8/16 OZ,$38.50,0.00 CS,0.00 CS,$0.00
MIX GRAVY BROWN LOW SODIUM,EA,15,8/16 OZ,$4.81,0.00 EA,0.00 EA,$0.00
TORTILLA FLOUR 15IN BURRITO,CS,16,5/12 CT,$33.52,0.00 CS,0.00 CS,$0.00
TORTILLA FLOUR 15IN BURRITO,EA,16,5/12 CT,$6.70,0.00 EA,0.00 EA,$0.00
CHICKEN BRST NUG TEMPURA RAW,CS,17,2/5 LB,$39.55,0.00 CS,0.00 CS,$0.00
CHICKEN BRST NUG TEMPURA RAW,EA,17,2/5 LB,$19.78,0.00 EA,0.00 EA,$0.00
PAPER BUTCHER PINK 40#,CS,18,1/24 IN,$33.71,0.00 CS,0.00 CS,$0.00
PAPER BUTCHER PINK 40#,EA,18,1/24 IN,$33.71,0.00 EA,0.00 EA,$0.00
LAMB LEG BNLS RLD NET HALAL FZ,CS,19,6/3.5#AV,$8.71,0.00 CS,0.00 CS,$0.00
CACTUS STRIP TENDER IN BRNE,CS,20,6/#10,$33.06,0.00 CS,0.00 CS,$0.00
CACTUS STRIP TENDER IN BRNE,EA,20,6/#10,$5.51,0.00 EA,0.00 EA,$0.00
DOUGH COOKIE OATMEAL RSN EVRYD,CS,21,210/1.5 OZ,$74.41,0.00 CS,0.00 CS,$0.00
DOUGH COOKIE OATMEAL RSN EVRYD,EA,21,210/1.5 OZ,$0.35,0.00 EA,0.00 EA,$0.00
KOLACHE SAUSAGE EGG CHEESE,CS,22,72/2 OZ,$84.92,0.00 CS,0.00 CS,$0.00
KOLACHE SAUSAGE EGG CHEESE,EA,22,72/2 OZ,$1.18,0.00 EA,0.00 EA,$0.00
SAUCE PICANTE PKTS,CS,23,200/.5OZ,$25.90,0.00 CS,0.00 CS,$0.00
SAUCE PICANTE PKTS,EA,23,200/.5OZ,$0.13,0.00 EA,0.00 EA,$0.00
RICE BROWN WHLE GRN BENS 25LB,CS,24,1/25 LB,$29.74,0.00 CS,0.00 CS,$0.00
RICE BROWN WHLE GRN BENS 25LB,EA,24,1/25 LB,$29.74,0.00 EA,0.00 EA,$0.00
CHICKEN TENDER INCOGMEATO,CS,25,1/10LB,$74.09,0.00 CS,0.00 CS,$0.00
CHICKEN TENDER INCOGMEATO,EA,25,1/10LB,$74.09,0.00 EA,0.00 EA,$0.00
SAUCE HOT LOUISIANA,CS,26,24/6OZ,$25.99,0.00 CS,0.00 CS,$0.00
SAUCE HOT LOUISIANA,EA,26,24/6OZ,$1.08,0.00 EA,0.00 EA,$0.00
MUSTARD DIJON PLS JUG,CS,27,2/105 OZ,$48.26,0.00 CS,0.00 CS,$0.00
MUSTARD DIJON PLS JUG,EA,27,2/105 OZ,$24.13,0.00 EA,0.00 EA,$0.00
SAUCE ENCHILADA,CS,28,6/#10,$54.80,0.00 CS,0.00 CS,$0.00
SAUCE ENCHILADA,EA,28,6/#10,$9.13,0.00 EA,0.00 EA,$0.00
CORN MEAL YELLOW,CS,29,1/25 LB,$18.78,0.00 CS,0.00 CS,$0.00
CORN MEAL YELLOW,EA,29,1/25 LB,$18.78,0.00 EA,0.00 EA,$0.00
SAUCE STEAK 57,CS,30,24/5 OZ,$70.19,0.00 CS,0.00 CS,$0.00
SAUCE STEAK 57,EA,30,24/5 OZ,$2.92,0.00 EA,0.00 EA,$0.00
MIX WAFFLE BELGIAN,CS,31,12/2 LB,$56.77,0.00 CS,0.00 CS,$0.00
MIX WAFFLE BELGIAN,EA,31,12/2 LB,$4.73,0.00 EA,0.00 EA,$0.00
KETCHUP PACKET,CS,32,1000/9GM,$32.93,0.00 CS,0.00 CS,$0.00
KETCHUP PACKET,EA,32,1000/9GM,$0.03,0.00 EA,0.00 EA,$0.00
FUEL GAS BUTANE CANISTER,CS,33,12/8OZ,$28.56,0.00 CS,0.00 CS,$0.00
FUEL GAS BUTANE CANISTER,EA,33,12/8OZ,$2.38,0.00 EA,0.00 EA,$0.00
PIE PECAN SOUTHERN 10 IN,CS,34,6/36 OZ,$54.88,0.00 CS,0.00 CS,$0.00
PIE PECAN SOUTHERN 10 IN,EA,34,6/36 OZ,$9.15,0.00 EA,0.00 EA,$0.00
CRACKER SALTINE ZESTA,CS,35,500/2 PK,$25.41,0.00 CS,0.00 CS,$0.00
CRACKER SALTINE ZESTA,EA,35,500/2 PK,$0.05,0.00 EA,0.00 EA,$0.00
ORANGE MANDARIN WH SEG IN JCE,CS,36,6/#10,$86.46,0.00 CS,0.00 CS,$0.00
ORANGE MANDARIN WH SEG IN JCE,EA,36,6/#10,$14.41,0.00 EA,0.00 EA,$0.00
COFFEE GRND PIKES PLACE US,CS,37,28/9 OZ,$241.84,0.00 CS,0.00 CS,$0.00
COFFEE GRND PIKES PLACE US,EA,37,28/9 OZ,$8.64,0.00 EA,0.00 EA,$0.00
SODA CLUB,CS,38,24/10OZ,$23.71,0.00 CS,0.00 CS,$0.00
SODA CLUB,EA,38,24/10OZ,$0.99,0.00 EA,0.00 EA,$0.00
SAUCE BBQ GOLD SWEET & TANGY,CS,39,2/1GAL,$29.21,0.00 CS,0.00 CS,$0.00
SAUCE BBQ GOLD SWEET & TANGY,EA,39,2/1GAL,$14.61,0.00 EA,0.00 EA,$0.00
KOLACHE HAM BACON CHS,CS,40,72/2 OZ,$84.92,0.00 CS,0.00 CS,$0.00
KOLACHE HAM BACON CHS,EA,40,72/2 OZ,$1.18,0.00 EA,0.00 EA,$0.00
SPICE PEPPER BLK TABLE GRND,CS,41,1/25 LB,$363.02,0.00 CS,0.00 CS,$0.00
SPICE PEPPER BLK TABLE GRND,EA,41,1/25 LB,$363.00,0.00 EA,0.00 EA,$0.00
PAN COATING ARSL FOOD RELEASE,CS,42,6/17 OZ,$25.76,0.00 CS,0.00 CS,$0.00
PAN COATING ARSL FOOD RELEASE,EA,42,6/17 OZ,$4.29,0.00 EA,0.00 EA,$0.00
CUP SOUFFLE PAPR 4 OZ BX PLT,CS,43,10/250 CT,$63.06,0.00 CS,0.00 CS,$0.00
CUP SOUFFLE PAPR 4 OZ BX PLT,EA,43,10/250 CT,$6.31,0.00 EA,0.00 EA,$0.00
SAUCE TABASCO HOT BOTTLE MINI,CS,44,144/1/8OZ,$60.96,0.00 CS,0.00 CS,$0.00
SAUCE TABASCO HOT BOTTLE MINI,EA,44,144/1/8OZ,$0.42,0.00 EA,0.00 EA,$0.00
MIX CORNBREAD SOTHRN STY CMPLT,CS,45,6/5LB,$51.87,0.00 CS,0.00 CS,$0.00
MIX CORNBREAD SOTHRN STY CMPLT,EA,45,6/5LB,$8.64,0.00 EA,0.00 EA,$0.00
CANDY M&M PEANUT BX,CS,46,12/3.1 OZ,$15.26,0.00 CS,0.00 CS,$0.00
CANDY M&M PEANUT BX,EA,46,12/3.1 OZ,$1.27,0.00 EA,0.00 EA,$0.00
CANDY M&M PLAIN BOX,CS,47,12/3.1 OZ,$16.42,0.00 CS,0.00 CS,$0.00
CANDY M&M PLAIN BOX,EA,47,12/3.1 OZ,$1.37,0.00 EA,0.00 EA,$0.00
CANDY SOUR PATCH KID SFT&CHEWY,CS,48,12/3.5OZ,$10.81,0.00 CS,0.00 CS,$0.00
CANDY SOUR PATCH KID SFT&CHEWY,EA,48,12/3.5OZ,$0.90,0.00 EA,0.00 EA,$0.00
FRANK ALL-BEEF 8X1 6 IN,CS,49,1/10 LB,$51.98,0.00 CS,0.00 CS,$0.00
FRANK ALL-BEEF 8X1 6 IN,EA,49,1/10 LB,$51.98,0.00 EA,0.00 EA,$0.00
DOUGH PIZZA SELF RISE 7IN FTO,CS,50,72/6.6 OZ,$62.88,0.00 CS,0.00 CS,$0.00
DOUGH PIZZA SELF RISE 7IN FTO,EA,50,72/6.6 OZ,$0.87,0.00 EA,0.00 EA,$0.00
POPCORN KERNEL YELLOW,CS,51,1/20 LB,$17.37,0.00 CS,0.00 CS,$0.00
POPCORN KERNEL YELLOW,EA,51,1/20 LB,$17.37,0.00 EA,0.00 EA,$0.00
CHICKEN TNDR BRD ORIG FLAT,CS,52,2/5 LB,$34.54,0.00 CS,0.00 CS,$0.00
CHICKEN TNDR BRD ORIG FLAT,EA,52,2/5 LB,$17.27,0.00 EA,0.00 EA,$0.00
DRESSING CAESAR CRMY,CS,53,4/1 GAL,$62.96,0.00 CS,0.00 CS,$0.00
DRESSING CAESAR CRMY,EA,53,4/1 GAL,$15.74,0.00 EA,0.00 EA,$0.00
SALT KOSHER FLAKE COARSE,CS,54,12/3LB,$55.86,0.00 CS,0.00 CS,$0.00
SALT KOSHER FLAKE COARSE,EA,54,12/3LB,$4.66,0.00 EA,0.00 EA,$0.00
DRINK MIX STRAWBERRY FRZN,CS,55,12/32 OZ,$84.39,0.00 CS,0.00 CS,$0.00
DRINK MIX STRAWBERRY FRZN,EA,55,12/32 OZ,$7.03,0.00 EA,0.00 EA,$0.00
SANDWICH PEANUT BTR&STW WHEAT,CS,56,72/2.6OZ,$63.53,0.00 CS,0.00 CS,$0.00
SANDWICH PEANUT BTR&STW WHEAT,EA,56,72/2.6OZ,$0.88,0.00 EA,0.00 EA,$0.00
DRAGON FRUIT              9 CT,CS,57,9 CT,$39.20,0.00 CS,0.00 CS,$0.00
DRAGON FRUIT              9 CT,EA,57,9 CT,$39.20,0.00 EA,0.00 EA,$0.00
CHIP POTATO REG SNG SRV,CS,58,104/1OZ,$47.40,0.00 CS,0.00 CS,$0.00
CHIP POTATO REG SNG SRV,EA,58,104/1OZ,$0.46,0.00 EA,0.00 EA,$0.00
CHICKEN CVP BRST B/S RDM JUMBO,CS,59,4/10 LB,$80.06,0.00 CS,0.00 CS,$0.00
CHICKEN CVP BRST B/S RDM JUMBO,EA,59,4/10 LB,$20.02,0.00 EA,0.00 EA,$0.00
PASTA LINGUINI FINI,CS,60,2/10 LB,$25.08,0.00 CS,0.00 CS,$0.00
PASTA LINGUINI FINI,EA,60,2/10 LB,$12.54,0.00 EA,0.00 EA,$0.00
ONION RED SLICED 1/4      5 LB,EA,61,5 LB,$15.26,0.00 EA,0.00 EA,$0.00
ONION RED SLICED 1/4      5 LB,EA,61,5 LB,$15.26,0.00 EA,0.00 EA,$0.00
CABBAGE GREEN             1 CT,EA,62,1 CT,$6.07,0.00 EA,0.00 EA,$0.00
CABBAGE GREEN             1 CT,EA,62,1 CT,$6.07,0.00 EA,0.00 EA,$0.00
CAKE RED VELVET BSTRO,CS,63,24/2.5OZ,$41.51,0.00 CS,0.00 CS,$0.00
CAKE RED VELVET BSTRO,EA,63,24/2.5OZ,$1.73,0.00 EA,0.00 EA,$0.00
BASIL                     4 OZ,EA,64,4 OZ,$5.24,0.00 EA,0.00 EA,$0.00
BASIL                     4 OZ,EA,64,4 OZ,$5.24,0.00 EA,0.00 EA,$0.00
PASTA PENNE PROTEIN PLUS,CS,65,12/14.5OZ,$31.19,0.00 CS,0.00 CS,$0.00
PASTA PENNE PROTEIN PLUS,EA,65,12/14.5OZ,$2.60,0.00 EA,0.00 EA,$0.00
PINEAPPLE GOLDEN            CS,CS,66,CS,$25.91,0.00 CS,0.00 CS,$0.00
PINEAPPLE GOLDEN            CS,EA,66,CS,$25.91,0.00 EA,0.00 EA,$0.00
CREAMER NON-DAIRY IRISH CREME,CS,67,288/13 ML,$23.99,0.00 CS,0.00 CS,$0.00
CREAMER NON-DAIRY IRISH CREME,EA,67,288/13 ML,$0.08,0.00 EA,0.00 EA,$0.00
CHIP TORTILLA CORN WHT RND,CS,68,6/2LB,$31.19,0.00 CS,0.00 CS,$0.00
CHIP TORTILLA CORN WHT RND,EA,68,6/2LB,$5.20,0.00 EA,0.00 EA,$0.00
CUTLERY KIT SPORK/NAP/STRAW,CS,69,1/1000CT,$35.81,0.00 CS,0.00 CS,$0.00
CUTLERY KIT SPORK/NAP/STRAW,EA,69,1/1000CT,$35.81,0.00 EA,0.00 EA,$0.00
SNACK BAR GRANOLA VARIETY PAK,CS,70,120/.89 OZ,$49.35,0.00 CS,0.00 CS,$0.00
SNACK BAR GRANOLA VARIETY PAK,EA,70,120/.89 OZ,$0.41,0.00 EA,0.00 EA,$0.00
SUGAR BROWN LIGHT CANE,CS,71,12/2LB,$33.24,0.00 CS,0.00 CS,$0.00
SUGAR BROWN LIGHT CANE,EA,71,12/2LB,$2.77,0.00 EA,0.00 EA,$0.00
SAUCE GENERAL TSO,CS,72,4/.5GAL,$71.32,0.00 CS,0.00 CS,$0.00
SAUCE GENERAL TSO,EA,72,4/.5GAL,$17.83,0.00 EA,0.00 EA,$0.00
CEREAL RICE KRISPIES,CS,73,4/27OZ,$33.00,0.00 CS,0.00 CS,$0.00
CEREAL RICE KRISPIES,EA,73,4/27OZ,$8.25,0.00 EA,0.00 EA,$0.00
DOUGH BISCUIT ZT SOTHRN STYL,CS,74,216/2.2 OZ,$63.76,0.00 CS,0.00 CS,$0.00
DOUGH BISCUIT ZT SOTHRN STYL,EA,74,216/2.2 OZ,$0.30,0.00 EA,0.00 EA,$0.00
CEREAL LUCKY CHARM GLTN FR BLK,CS,75,4/35OZ,$59.20,0.00 CS,0.00 CS,$0.00
CEREAL LUCKY CHARM GLTN FR BLK,EA,75,4/35OZ,$14.80,0.00 EA,0.00 EA,$0.00
BEGGARS PURSE FIG & MASCARPONE K753,CS,76,100 / 0.72 OZ,$121.82,0.00 CS,0.00 CS,$0.00
BEGGARS PURSE FIG & MASCARPONE K753,EA,76,100 / 0.72 OZ,$1.22,0.00 EA,0.00 EA,$0.00
CHEDDAR WINDSOR RED,CS,77,2 / 2.5 LB,$11.65,0.00 CS,0.00 CS,$0.00
DRAGON SLAYER ALE & MUSTARD CHEDDAR EW,CS,78,10 / 7 OZ,$88.28,0.00 CS,0.00 CS,$0.00
DRAGON SLAYER ALE & MUSTARD CHEDDAR EW,EA,78,10 / 7 OZ,$8.83,0.00 EA,0.00 EA,$0.00
