Item Description,UOM,Seq,Pack Type,Price,Last Inventory Qty,Inv Count,Total Price
OLIVE SALAD MIXED PITTED,CS,79,6 / 2.4 LB,$85.40,0.00 CS,0.00 CS,$0.00
OLIVE SALAD MIXED PITTED,EA,79,6 / 2.4 LB,$14.23,0.00 EA,0.00 EA,$0.00
DATES PITTED IMPORTED 7 LB,CS,80,1 / 7 LB,$30.85,0.00 CS,0.00 CS,$0.00
DATES PITTED IMPORTED 7 LB,EA,80,1 / 7 LB,$30.85,0.00 EA,0.00 EA,$0.00
BLUE CHEESE WEDGE,CS,81,16 / 4 OZ,$42.63,0.00 CS,0.00 CS,$0.00
BLUE CHEESE WEDGE,EA,81,16 / 4 OZ,$2.66,0.00 EA,0.00 EA,$0.00
GOUDA REYPENAER VSOP 2 YEAR EW,CS,82,12 / 4.7 OZ,$115.02,0.00 CS,0.00 CS,$0.00
GOUDA REYPENAER VSOP 2 YEAR EW,EA,82,12 / 4.7 OZ,$9.58,0.00 EA,0.00 EA,$0.00
CHEESECAKE LOLLIPOPS ASSORTED,CS,83,1 / 50 CT,$55.26,0.00 CS,0.00 CS,$0.00
CHEESECAKE LOLLIPOPS ASSORTED,EA,83,1 / 50 CT,$55.26,0.00 EA,0.00 EA,$0.00
SOBA NOODLE JAPANESE STYLE,CS,84,12 / 32 OZ,$134.29,0.00 CS,0.00 CS,$0.00
SOBA NOODLE JAPANESE STYLE,EA,84,12 / 32 OZ,$11.19,0.00 EA,0.00 EA,$0.00
CALZONE PEPPERONI K885,CS,85,100 / 1 OZ,$136.92,0.00 CS,0.00 CS,$0.00
CALZONE PEPPERONI K885,EA,85,100 / 1 OZ,$1.37,0.00 EA,0.00 EA,$0.00
MUSHROOMS MARINATED W/GARLIC & HERBS,CS,86,2 / 6.25 LB,$105.49,0.00 CS,0.00 CS,$0.00
MUSHROOMS MARINATED W/GARLIC & HERBS,EA,86,2 / 6.25 LB,$52.75,0.00 EA,0.00 EA,$0.00
ANDOUILLE EN CROUTE K706,CS,87,200 / 1.1 OZ,$238.42,0.00 CS,0.00 CS,$0.00
ANDOUILLE EN CROUTE K706,EA,87,200 / 1.1 OZ,$1.19,0.00 EA,0.00 EA,$0.00
Pringles Original Grb   Go,CS,88,12/2.36 oz,$15.25,0.00 CS,0.00 CS,$0.00
Pringles Original Grb   Go,EA,88,12/2.36 oz,$1.27,0.00 EA,0.00 EA,$0.00
Crckrs ChzIt Grvs Shrp WtChddr,CS,89,6/3.25 oz,$10.09,0.00 CS,0.00 CS,$0.00
Crckrs ChzIt Grvs Shrp WtChddr,EA,89,6/3.25 oz,$1.68,0.00 EA,0.00 EA,$0.00
Crackers Duoz Sharp Cheddar,CS,90,6/4.3 oz,$10.09,0.00 CS,0.00 CS,$0.00
Crackers Duoz Sharp Cheddar,EA,90,6/4.3 oz,$1.68,0.00 EA,0.00 EA,$0.00
Trail Mix Crnbry Almond Cashew,CS,91,14/1.85 oz,$20.16,0.00 CS,0.00 CS,$0.00
Trail Mix Crnbry Almond Cashew,EA,91,14/1.85 oz,$1.44,0.00 EA,0.00 EA,$0.00
Almond Dark Choc Coated,CS,92,14/2 oz,$32.02,0.00 CS,0.00 CS,$0.00
Almond Dark Choc Coated,EA,92,14/2 oz,$2.29,0.00 EA,0.00 EA,$0.00
Cheez It Double Cheese Snapd,CS,93,6/2.2 oz,$10.09,0.00 CS,0.00 CS,$0.00
Cheez It Double Cheese Snapd,EA,93,6/2.2 oz,$1.68,0.00 EA,0.00 EA,$0.00
Cheez It Cheddar Sour Cream,CS,94,6/2.2 oz,$10.09,0.00 CS,0.00 CS,$0.00
Cheez It Cheddar Sour Cream,EA,94,6/2.2 oz,$1.68,0.00 EA,0.00 EA,$0.00
Omega 3 Mix,CS,95,14/2 oz,$22.19,0.00 CS,0.00 CS,$0.00
Omega 3 Mix,EA,95,14/2 oz,$1.58,0.00 EA,0.00 EA,$0.00
CHORIZO IBERICO MILD,CS,96,10 / 7 OZ,$123.90,0.00 CS,0.00 CS,$0.00
CHORIZO IBERICO MILD,EA,96,10 / 7 OZ,$12.39,0.00 EA,0.00 EA,$0.00
MOBAY SHEEP AND GOATS MILK,CS,97,1 / 10 LB,$19.46,0.00 CS,0.00 CS,$0.00
GELATIN SHEETS SILVER,CS,98,1 / 500 CT,$63.83,0.00 CS,0.00 CS,$0.00
GELATIN SHEETS SILVER,EA,98,1 / 500 CT,$63.83,0.00 EA,0.00 EA,$0.00
BAKLAVA TRIANGLE CLASSIC,CS,99,1 / 48 CT,$54.67,0.00 CS,0.00 CS,$0.00
BAKLAVA TRIANGLE CLASSIC,EA,99,1 / 48 CT,$54.67,0.00 EA,0.00 EA,$0.00
PEACH CLEMENTINE,CS,100,6 / 8.75 OZ,$51.35,0.00 CS,0.00 CS,$0.00
PEACH CLEMENTINE,EA,100,6 / 8.75 OZ,$8.56,0.00 EA,0.00 EA,$0.00
JAM JALAPENO RASPBERRY,CS,101,12 / 10 OZ,$88.75,0.00 CS,0.00 CS,$0.00
JAM JALAPENO RASPBERRY,EA,101,12 / 10 OZ,$7.40,0.00 EA,0.00 EA,$0.00
OLIVES GORDAL PITTED,CS,102,4 / 1 GA,$260.46,0.00 CS,0.00 CS,$0.00
OLIVES GORDAL PITTED,EA,102,4 / 1 GA,$65.12,0.00 EA,0.00 EA,$0.00
ST ANDRE MINI,CS,103,6 / 7 OZ,$52.85,0.00 CS,0.00 CS,$0.00
ST ANDRE MINI,EA,103,6 / 7 OZ,$8.81,0.00 EA,0.00 EA,$0.00
SOPRESSATA W/MOLD,CS,104,1 / 6 LB,$13.67,0.00 CS,0.00 CS,$0.00
DUCK PASTRAMI,CS,105,2 / 0.75 LB,$51.25,0.00 CS,0.00 CS,$0.00
PROSCIUTTO DI PARMA 400 DAYS,CS,106,1 / 17 LB,$15.69,0.00 CS,0.00 CS,$0.00
BLEU AUVERGNE AOC FRENCH,CS,107,1 / 3 LB,$16.93,0.00 CS,0.00 CS,$0.00
ALMONDS MARCONA FRIED/SALTED 14/16,CS,108,1 / 11 LB,$200.77,0.00 CS,0.00 CS,$0.00
ALMONDS MARCONA FRIED/SALTED 14/16,EA,108,1 / 11 LB,$200.80,0.00 EA,0.00 EA,$0.00
CORNICHONS IN VINEGAR 4 KG TIN,CS,109,1 / 9 LB,$35.80,0.00 CS,0.00 CS,$0.00
CORNICHONS IN VINEGAR 4 KG TIN,EA,109,1 / 9 LB,$35.80,0.00 EA,0.00 EA,$0.00
Pop Tarts Strawberry Bites,CS,110,6/3.5 oz,$11.98,0.00 CS,0.00 CS,$0.00
Pop Tarts Strawberry Bites,EA,110,6/3.5 oz,$2.00,0.00 EA,0.00 EA,$0.00
Rice Krispies Trts BgBr Orig,BX,111,12/2.2 oz,$15.25,0.00 BX,0.00 BX,$0.00
Rice Krispies Trts BgBr Orig,EA,111,12/2.2 oz,$1.27,0.00 EA,0.00 EA,$0.00
Cereal Bar Strwbry Tff,BX,112,16/1.3 oz,$12.00,0.00 BX,0.00 BX,$0.00
Cereal Bar Strwbry Tff,EA,112,16/1.3 oz,$0.75,0.00 EA,0.00 EA,$0.00
Crackers Ritz Bits Cheese,CS,113,12/3 oz,$18.01,0.00 CS,0.00 CS,$0.00
Crackers Ritz Bits Cheese,EA,113,12/3 oz,$1.50,0.00 EA,0.00 EA,$0.00
Crackers Cheez It Orig,BX,114,8/1.5 oz,$5.52,0.00 BX,0.00 BX,$0.00
Crackers Cheez It Orig,EA,114,8/1.5 oz,$0.69,0.00 EA,0.00 EA,$0.00
Pringles Sour Crm   On Grb Go,CS,115,12/2.5 oz,$15.25,0.00 CS,0.00 CS,$0.00
Pringles Sour Crm   On Grb Go,EA,115,12/2.5 oz,$1.27,0.00 EA,0.00 EA,$0.00
Pop Tart Frosted Strawberry,BX,116,6/3.3 oz,$5.23,0.00 BX,0.00 BX,$0.00
Pop Tart Frosted Strawberry,EA,116,6/3.3 oz,$0.87,0.00 EA,0.00 EA,$0.00
Bar Blueberry,BX,117,16/1.3 oz,$12.00,0.00 BX,0.00 BX,$0.00
Bar Blueberry,EA,117,16/1.3 oz,$0.75,0.00 EA,0.00 EA,$0.00
Rice Krispie Trt Choc Chip WG,BX,118,20/1.59 oz,$12.83,0.00 BX,0.00 BX,$0.00
Rice Krispie Trt Choc Chip WG,EA,118,20/1.59 oz,$0.64,0.00 EA,0.00 EA,$0.00
Bar Honey Cinnamon Peanut,BX,119,12/1.94 oz,$23.09,0.00 BX,0.00 BX,$0.00
Bar Honey Cinnamon Peanut,EA,119,12/1.94 oz,$1.92,0.00 EA,0.00 EA,$0.00
Cookie Choc Chip Big 2 Pack Iw,CS,120,60/2.5 oz,$39.24,0.00 CS,0.00 CS,$0.00
Cookie Choc Chip Big 2 Pack Iw,EA,120,60/2.5 oz,$0.65,0.00 EA,0.00 EA,$0.00
Cheez It Douz Bacon   Cheddar,CS,121,6/4.3 oz,$10.09,0.00 CS,0.00 CS,$0.00
Cheez It Douz Bacon   Cheddar,EA,121,6/4.3 oz,$1.68,0.00 EA,0.00 EA,$0.00
Pringles Pizza Grab NGo,CS,122,12/2.5 oz,$15.25,0.00 CS,0.00 CS,$0.00
Pringles Pizza Grab NGo,EA,122,12/2.5 oz,$1.27,0.00 EA,0.00 EA,$0.00
Awake Chocolate Dark Mint,BX,123,50/.48 oz,$31.05,0.00 BX,0.00 BX,$0.00
Awake Chocolate Dark Mint,EA,123,50/.48 oz,$0.62,0.00 EA,0.00 EA,$0.00
Almonds Dark Chocolate,CS,124,30/2 oz,$65.70,0.00 CS,0.00 CS,$0.00
Almonds Dark Chocolate,EA,124,30/2 oz,$2.19,0.00 EA,0.00 EA,$0.00
Pringles Barbecue,CS,125,12/1.4 oz,$9.58,0.00 CS,0.00 CS,$0.00
Pringles Barbecue,EA,125,12/1.4 oz,$0.80,0.00 EA,0.00 EA,$0.00
Bar Chocolate Caramel,BX,126,12/1.55 oz,$17.25,0.00 BX,0.00 BX,$0.00
Bar Chocolate Caramel,EA,126,12/1.55 oz,$1.44,0.00 EA,0.00 EA,$0.00
Pringles Salt Vinegar Grab Go,CS,127,12/2.5 oz,$15.25,0.00 CS,0.00 CS,$0.00
Pringles Salt Vinegar Grab Go,EA,127,12/2.5 oz,$1.27,0.00 EA,0.00 EA,$0.00
CheezIt Puffd White Cheddar,CS,128,6/3 oz,$10.09,0.00 CS,0.00 CS,$0.00
CheezIt Puffd White Cheddar,EA,128,6/3 oz,$1.68,0.00 EA,0.00 EA,$0.00
Chocolate Bites Milk,BX,129,50/.53 oz,$31.05,0.00 BX,0.00 BX,$0.00
Chocolate Bites Milk,EA,129,50/.53 oz,$0.62,0.00 EA,0.00 EA,$0.00
Bar Cran Alm   Antioxdnts,BX,130,12/1.4 oz,$18.73,0.00 BX,0.00 BX,$0.00
Bar Cran Alm   Antioxdnts,EA,130,12/1.4 oz,$1.56,0.00 EA,0.00 EA,$0.00
Bar Dk Choc Cherry Csh A,BX,131,12/1.4 oz,$18.73,0.00 BX,0.00 BX,$0.00
Bar Dk Choc Cherry Csh A,EA,131,12/1.4 oz,$1.56,0.00 EA,0.00 EA,$0.00
Bites Singles Changemaker PB,BX,132,50/0.58 oz,$31.05,0.00 BX,0.00 BX,$0.00
Bites Singles Changemaker PB,EA,132,50/0.58 oz,$0.62,0.00 EA,0.00 EA,$0.00
Bar Protein Caramel Cashew,BX,133,12/1.94 oz,$26.72,0.00 BX,0.00 BX,$0.00
Bar Protein Caramel Cashew,EA,133,12/1.94 oz,$2.23,0.00 EA,0.00 EA,$0.00
PAD SCOUR XHV NYLON 3.5X6 BLUE,CS,134,1/20 CT,$10.51,0.00 CS,0.00 CS,$0.00
PAD SCOUR XHV NYLON 3.5X6 BLUE,EA,134,1/20 CT,$10.51,0.00 EA,0.00 EA,$0.00
EGG SHELL LARGE GR AA USDA WHT,CS,135,1/15 DZ,$30.67,0.00 CS,0.00 CS,$0.00
EGG SHELL LARGE GR AA USDA WHT,EA,135,1/15 DZ,$30.67,0.00 EA,0.00 EA,$0.00
CARROT MIXED COLOR       25 LB,CS,136,25 LB,$35.20,0.00 CS,0.00 CS,$0.00
CARROT MIXED COLOR       25 LB,EA,136,25 LB,$35.20,0.00 EA,0.00 EA,$0.00
DRESSING RASPBERRY VINGRT F/F,CS,137,60/1.5 OZ,$20.31,0.00 CS,0.00 CS,$0.00
DRESSING RASPBERRY VINGRT F/F,EA,137,60/1.5 OZ,$0.34,0.00 EA,0.00 EA,$0.00
DRESSING RANCH FAT FREE,CS,138,60/1.5 OZ,$25.78,0.00 CS,0.00 CS,$0.00
DRESSING RANCH FAT FREE,EA,138,60/1.5 OZ,$0.43,0.00 EA,0.00 EA,$0.00
DRESSING ITALIAN FAT FREE,CS,139,60/1.5 OZ,$21.25,0.00 CS,0.00 CS,$0.00
DRESSING ITALIAN FAT FREE,EA,139,60/1.5 OZ,$0.35,0.00 EA,0.00 EA,$0.00
CHIP POTATO BBQ LSS,CS,140,64/1.5 OZ,$45.90,0.00 CS,0.00 CS,$0.00
CHIP POTATO BBQ LSS,EA,140,64/1.5 OZ,$0.72,0.00 EA,0.00 EA,$0.00
CHIP TORTILLA COOL RANCH LSS,CS,141,64/1.75OZ,$45.90,0.00 CS,0.00 CS,$0.00
CHIP TORTILLA COOL RANCH LSS,EA,141,64/1.75OZ,$0.72,0.00 EA,0.00 EA,$0.00
CHIP MULTIGRAIN ORIG BIG GRAB,CS,142,64/1.5OZ,$45.90,0.00 CS,0.00 CS,$0.00
CHIP MULTIGRAIN ORIG BIG GRAB,EA,142,64/1.5OZ,$0.72,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS HNG BL/CL 1COMP,CS,143,112/9X9IN,$45.10,0.00 CS,0.00 CS,$0.00
CONTAINER PLAS HNG BL/CL 1COMP,EA,143,112/9X9IN,$0.40,0.00 EA,0.00 EA,$0.00
COFFEE GRND PIKES PLACE US,CS,144,32/5 OZ,$153.55,0.00 CS,0.00 CS,$0.00
COFFEE GRND PIKES PLACE US,EA,144,32/5 OZ,$4.80,0.00 EA,0.00 EA,$0.00
PORK CHOP SEASONED 1412 CUT,CS,145,32/5 OZ,$42.64,0.00 CS,0.00 CS,$0.00
PORK CHOP SEASONED 1412 CUT,EA,145,32/5 OZ,$1.33,0.00 EA,0.00 EA,$0.00
COBBLER PEACH HMSTY 96 OZ,CS,146,4/96 OZ,$55.37,0.00 CS,0.00 CS,$0.00
COBBLER PEACH HMSTY 96 OZ,EA,146,4/96 OZ,$13.84,0.00 EA,0.00 EA,$0.00
KETCHUP BTLD ORGANIC,CS,147,6/14 OZ,$16.32,0.00 CS,0.00 CS,$0.00
KETCHUP BTLD ORGANIC,EA,147,6/14 OZ,$2.72,0.00 EA,0.00 EA,$0.00
JUICE ORANGE PURE PREM CRTN,CS,148,48/6 OZ,$33.73,0.00 CS,0.00 CS,$0.00
JUICE ORANGE PURE PREM CRTN,EA,148,48/6 OZ,$0.70,0.00 EA,0.00 EA,$0.00
MUFFIN ENGLISH WHL GRAIN SLI,CS,149,72/2 OZ,$25.67,0.00 CS,0.00 CS,$0.00
MUFFIN ENGLISH WHL GRAIN SLI,EA,149,72/2 OZ,$0.36,0.00 EA,0.00 EA,$0.00
WATER SPARKLING BLD ORGE SLEEK,CS,150,24/330 ML,$24.90,0.00 CS,0.00 CS,$0.00
WATER SPARKLING BLD ORGE SLEEK,EA,150,24/330 ML,$1.04,0.00 EA,0.00 EA,$0.00
SEASONING VEGETABLE GRL MATE,EA,151,1/20 OZ,$14.85,0.00 EA,0.00 EA,$0.00
SEASONING VEGETABLE GRL MATE,EA,151,1/20 OZ,$14.85,0.00 EA,0.00 EA,$0.00
BEEF ROAST TOP RND C\O CH NAT,CS,152,2/7#AVG,$10.82,0.00 CS,0.00 CS,$0.00
STIR FRY MIX            4X5 LB,CS,153,4X5 LB,$70.10,0.00 CS,0.00 CS,$0.00
STIR FRY MIX            4X5 LB,EA,153,4X5 LB,$70.10,0.00 EA,0.00 EA,$0.00
PIZZA FOUR CHS 8,CS,154,24/8 IN,$65.42,0.00 CS,0.00 CS,$0.00
PIZZA FOUR CHS 8,EA,154,24/8 IN,$2.73,0.00 EA,0.00 EA,$0.00
MAYONNAISE LITE,CS,155,4/1 GAL,$81.53,0.00 CS,0.00 CS,$0.00
MAYONNAISE LITE,EA,155,4/1 GAL,$20.38,0.00 EA,0.00 EA,$0.00
KETCHUP SQUEEZE UPSIDE DOWN,CS,156,30/20OZ,$63.83,0.00 CS,0.00 CS,$0.00
KETCHUP SQUEEZE UPSIDE DOWN,EA,156,30/20OZ,$2.13,0.00 EA,0.00 EA,$0.00
CHIP TORTILLA YEL 4 IN CUT,CS,157,1/30 LB,$26.57,0.00 CS,0.00 CS,$0.00
CHIP TORTILLA YEL 4 IN CUT,EA,157,1/30 LB,$26.57,0.00 EA,0.00 EA,$0.00
POTATO B RED              5 LB,EA,158,5 LB,$7.81,0.00 EA,0.00 EA,$0.00
POTATO B RED              5 LB,EA,158,5 LB,$7.81,0.00 EA,0.00 EA,$0.00
PEAS BLACKEYE            50 LB,CS,159,50 LB,$67.70,0.00 CS,0.00 CS,$0.00
PEAS BLACKEYE            50 LB,EA,159,50 LB,$67.70,0.00 EA,0.00 EA,$0.00
BROCCOLI CROWNS          20 LB,CS,160,20 LB,$32.15,0.00 CS,0.00 CS,$0.00
BROCCOLI CROWNS          20 LB,EA,160,20 LB,$32.15,0.00 EA,0.00 EA,$0.00
PEPPER BELL GREEN         5 LB,EA,161,5 LB,$13.40,0.00 EA,0.00 EA,$0.00
PEPPER BELL GREEN         5 LB,EA,161,5 LB,$13.40,0.00 EA,0.00 EA,$0.00
PEPPER BELL RED           5 LB,EA,162,5 LB,$12.55,0.00 EA,0.00 EA,$0.00
PEPPER BELL RED           5 LB,EA,162,5 LB,$12.55,0.00 EA,0.00 EA,$0.00
PEPPER BELL YELLOW        5 LB,EA,163,5 LB,$11.05,0.00 EA,0.00 EA,$0.00
PEPPER BELL YELLOW        5 LB,EA,163,5 LB,$11.05,0.00 EA,0.00 EA,$0.00
CELERY                   24 CT,CS,164,24 CT,$43.25,0.00 CS,0.00 CS,$0.00
CELERY                   24 CT,EA,164,24 CT,$43.25,0.00 EA,0.00 EA,$0.00
CHEESE BRIE PLAIN 60% DOMSTC,CS,165,2/2LB,$24.21,0.00 CS,0.00 CS,$0.00
CHEESE BRIE PLAIN 60% DOMSTC,EA,165,2/2LB,$12.11,0.00 EA,0.00 EA,$0.00
CHEESE MOZZ FEATHER SHRD,CS,166,4/5 LB,$51.73,0.00 CS,0.00 CS,$0.00
CHEESE MOZZ FEATHER SHRD,EA,166,4/5 LB,$12.93,0.00 EA,0.00 EA,$0.00
BEEF GRND LOAF 80/20 FRSH,CS,167,4/5 LB,$106.70,0.00 CS,0.00 CS,$0.00
BEEF GRND LOAF 80/20 FRSH,EA,167,4/5 LB,$26.68,0.00 EA,0.00 EA,$0.00
CARROT BABY BULK          5 LB,EA,168,5 LB,$9.55,0.00 EA,0.00 EA,$0.00
CARROT BABY BULK          5 LB,EA,168,5 LB,$9.55,0.00 EA,0.00 EA,$0.00
FOIL ALMN SHEET 12X10.75 POP,CS,169,6/500 CT,$119.27,0.00 CS,0.00 CS,$0.00
FOIL ALMN SHEET 12X10.75 POP,EA,169,6/500 CT,$19.88,0.00 EA,0.00 EA,$0.00
SALMON ATL PRTN BLSL 6 OZ NOR,CS,170,1/10LB,$154.55,0.00 CS,0.00 CS,$0.00
SALMON ATL PRTN BLSL 6 OZ NOR,EA,170,1/10LB,$154.60,0.00 EA,0.00 EA,$0.00
PEP BELL TRI-COLOR JULI 4X5 LB,CS,171,4X5 LB,$93.65,0.00 CS,0.00 CS,$0.00
PEP BELL TRI-COLOR JULI 4X5 LB,EA,171,4X5 LB,$93.65,0.00 EA,0.00 EA,$0.00
ONION YELLOW SLICED     4X5 LB,CS,172,4X5 LB,$53.35,0.00 CS,0.00 CS,$0.00
ONION YELLOW SLICED     4X5 LB,EA,172,4X5 LB,$53.35,0.00 EA,0.00 EA,$0.00
LETTUCE GREEN LEAF ( HALF CASE,EA,173,HALF CASE,$15.80,0.00 EA,0.00 EA,$0.00
LETTUCE GREEN LEAF ( HALF CASE,EA,173,HALF CASE,$15.80,0.00 EA,0.00 EA,$0.00
CAULIFLOWER BATTER DIPPED,CS,174,6/2 LB,$39.17,0.00 CS,0.00 CS,$0.00
CAULIFLOWER BATTER DIPPED,EA,174,6/2 LB,$6.53,0.00 EA,0.00 EA,$0.00
BLUEBERRY CULT IQF GR A P,CS,175,2/5 LB,$33.29,0.00 CS,0.00 CS,$0.00
BLUEBERRY CULT IQF GR A P,EA,175,2/5 LB,$16.65,0.00 EA,0.00 EA,$0.00
PEPPER BELL YELLOW        1 LB,LB,176,1 LB,$5.65,0.00 LB,0.00 LB,$0.00
PEPPER BELL YELLOW        1 LB,EA,176,1 LB,$5.65,0.00 EA,0.00 EA,$0.00
PEPPER BELL RED           1 LB,LB,177,1 LB,$5.95,0.00 LB,0.00 LB,$0.00
PEPPER BELL RED           1 LB,EA,177,1 LB,$5.95,0.00 EA,0.00 EA,$0.00
ONION YELLOW JUMBO       10 LB,EA,178,10 LB,$7.41,0.00 EA,0.00 EA,$0.00
ONION YELLOW JUMBO       10 LB,EA,178,10 LB,$7.41,0.00 EA,0.00 EA,$0.00
PEPPER BELL GREEN         1 LB,LB,179,1 LB,$6.12,0.00 LB,0.00 LB,$0.00
PEPPER BELL GREEN         1 LB,EA,179,1 LB,$6.12,0.00 EA,0.00 EA,$0.00
WATER FLAVOR MANGO 5+1,CS,180,3/3 LTR,$59.56,0.00 CS,0.00 CS,$0.00
WATER FLAVOR MANGO 5+1,EA,180,3/3 LTR,$19.85,0.00 EA,0.00 EA,$0.00
WATER FLAVOR STRWBRY KIWI 5+1,CS,181,3/3 LTR,$59.56,0.00 CS,0.00 CS,$0.00
WATER FLAVOR STRWBRY KIWI 5+1,EA,181,3/3 LTR,$19.85,0.00 EA,0.00 EA,$0.00
JUICE APPLE CONC 5+1,CS,182,3/3 LTR,$81.20,0.00 CS,0.00 CS,$0.00
JUICE APPLE CONC 5+1,EA,182,3/3 LTR,$27.07,0.00 EA,0.00 EA,$0.00
WATER FLAVOR WTRMLN 5+1,CS,183,3/3 L,$59.56,0.00 CS,0.00 CS,$0.00
WATER FLAVOR WTRMLN 5+1,EA,183,3/3 L,$19.85,0.00 EA,0.00 EA,$0.00
BLACKBERRY                3 CT,EA,184,3 CT,$11.49,0.00 EA,0.00 EA,$0.00
BLACKBERRY                3 CT,EA,184,3 CT,$11.49,0.00 EA,0.00 EA,$0.00
BLUEBERRY                 3 CT,EA,185,3 CT,$14.24,0.00 EA,0.00 EA,$0.00
BLUEBERRY                 3 CT,EA,185,3 CT,$14.24,0.00 EA,0.00 EA,$0.00
LETTUCE GREEN LEAF        6 CT,EA,186,6 CT,$10.49,0.00 EA,0.00 EA,$0.00
LETTUCE GREEN LEAF        6 CT,EA,186,6 CT,$10.49,0.00 EA,0.00 EA,$0.00
TOMATO 6X6 LARGE (25 HALF CASE,EA,187,HALF CASE,$16.50,0.00 EA,0.00 EA,$0.00
TOMATO 6X6 LARGE (25 HALF CASE,EA,187,HALF CASE,$16.50,0.00 EA,0.00 EA,$0.00
PARSLEY (60 CT)      HALF CASE,EA,188,HALF CASE,$18.18,0.00 EA,0.00 EA,$0.00
PARSLEY (60 CT)      HALF CASE,EA,188,HALF CASE,$18.18,0.00 EA,0.00 EA,$0.00
SPINACH CELLO (4X2.5 HALF CASE,EA,189,HALF CASE,$14.25,0.00 EA,0.00 EA,$0.00
SPINACH CELLO (4X2.5 HALF CASE,EA,189,HALF CASE,$14.25,0.00 EA,0.00 EA,$0.00
MUSHROOM BUTTON          10 LB,CS,190,10 LB,$33.95,0.00 CS,0.00 CS,$0.00
MUSHROOM BUTTON          10 LB,EA,190,10 LB,$33.95,0.00 EA,0.00 EA,$0.00
BANANA                    5 LB,EA,191,5 LB,$7.05,0.00 EA,0.00 EA,$0.00
BANANA                    5 LB,EA,191,5 LB,$7.05,0.00 EA,0.00 EA,$0.00
FORK PLAS PP REFILL BLK SRS T,CS,192,24/40 CT,$38.05,0.00 CS,0.00 CS,$0.00
FORK PLAS PP REFILL BLK SRS T,EA,192,24/40 CT,$1.58,0.00 EA,0.00 EA,$0.00
CHEESE CHEDDAR MILD SLI,CS,193,6/1.5 LB,$26.25,0.00 CS,0.00 CS,$0.00
CHEESE CHEDDAR MILD SLI,EA,193,6/1.5 LB,$4.38,0.00 EA,0.00 EA,$0.00
SPICE ONION POWDER,EA,194,1/20OZ,$6.01,0.00 EA,0.00 EA,$0.00
SPICE ONION POWDER,EA,194,1/20OZ,$6.01,0.00 EA,0.00 EA,$0.00
LETTUCE ICEBERG LINER    24 CT,CS,195,24 CT,$33.30,0.00 CS,0.00 CS,$0.00
LETTUCE ICEBERG LINER    24 CT,EA,195,24 CT,$33.30,0.00 EA,0.00 EA,$0.00
LETTUCE SWISS CHARD GREE 12 CT,CS,196,12 CT,$42.20,0.00 CS,0.00 CS,$0.00
LETTUCE SWISS CHARD GREE 12 CT,EA,196,12 CT,$42.20,0.00 EA,0.00 EA,$0.00
LETTUCE SWISS CHARD RED  12 CT,CS,197,12 CT,$42.20,0.00 CS,0.00 CS,$0.00
LETTUCE SWISS CHARD RED  12 CT,EA,197,12 CT,$42.20,0.00 EA,0.00 EA,$0.00
TOMATO ROMA SLICED 1/8  4X5 LB,CS,198,4X5 LB,$71.20,0.00 CS,0.00 CS,$0.00
TOMATO ROMA SLICED 1/8  4X5 LB,EA,198,4X5 LB,$71.20,0.00 EA,0.00 EA,$0.00
POTATO YUKON GOLD B      50 LB,CS,199,50 LB,$76.20,0.00 CS,0.00 CS,$0.00
POTATO YUKON GOLD B      50 LB,EA,199,50 LB,$76.20,0.00 EA,0.00 EA,$0.00
CANTALOUPE (9-15 CT) HALF CASE,EA,200,HALF CASE,$15.15,0.00 EA,0.00 EA,$0.00
CANTALOUPE (9-15 CT) HALF CASE,EA,200,HALF CASE,$15.15,0.00 EA,0.00 EA,$0.00
CUCUMBER ENGLISH (12 HALF CASE,EA,201,HALF CASE,$13.73,0.00 EA,0.00 EA,$0.00
CUCUMBER ENGLISH (12 HALF CASE,EA,201,HALF CASE,$13.73,0.00 EA,0.00 EA,$0.00
CELERY                   12 CT,EA,202,12 CT,$14.50,0.00 EA,0.00 EA,$0.00
CELERY                   12 CT,EA,202,12 CT,$14.50,0.00 EA,0.00 EA,$0.00
TOMATO CHERRY             3 CT,EA,203,3 CT,$11.40,0.00 EA,0.00 EA,$0.00
TOMATO CHERRY             3 CT,EA,203,3 CT,$11.40,0.00 EA,0.00 EA,$0.00
WALNUT PIECES HALVES,CS,204,1/5 LB,$42.28,0.00 CS,0.00 CS,$0.00
WALNUT PIECES HALVES,EA,204,1/5 LB,$42.28,0.00 EA,0.00 EA,$0.00
LIMES                     5 LB,EA,205,5 LB,$13.64,0.00 EA,0.00 EA,$0.00
LIMES                     5 LB,EA,205,5 LB,$13.64,0.00 EA,0.00 EA,$0.00
DOUGH COOKIE CARNIVAL,CS,206,80/4 OZ,$65.41,0.00 CS,0.00 CS,$0.00
DOUGH COOKIE CARNIVAL,EA,206,80/4 OZ,$0.82,0.00 EA,0.00 EA,$0.00
CONTAINER PLAS HNG BL/CL 38.9Z,CS,207,138/8X8IN,$47.25,0.00 CS,0.00 CS,$0.00
CONTAINER PLAS HNG BL/CL 38.9Z,EA,207,138/8X8IN,$0.34,0.00 EA,0.00 EA,$0.00
GRAPE GREEN SEEDLESS HALF CASE,EA,208,HALF CASE,$18.83,0.00 EA,0.00 EA,$0.00
